"Player.x","Pos1","Tm","Season","Conference","Role","Play","Age","MP","X3P.","X2P.","FT.","ORB","DRB","AST","STL","BLK","TOV","PF","Salary"
"Justin Anderson","SF","PHI","2016-17","West","Back","No",23,16.4,0.299,0.522,0.791,0.9,2.3,0.9,0.5,0.3,0.9,1.5,1514160
"Justin Hamilton","C","BRK","2016-17","Est","Front","No",26,18.4,0.306,0.598,0.75,1.1,3,0.9,0.5,0.7,0.7,1.4,3000000
"Justin Holiday","SG","NYK","2016-17","Est","Back","No",27,20,0.355,0.513,0.825,0.3,2.4,1.2,0.8,0.4,0.8,1.3,1015696
"Justise Winslow","SF","MIA","2016-17","Est","Front","No",20,34.7,0.2,0.384,0.617,1.3,3.9,3.7,1.4,0.3,1.8,2.9,2593440
"Jusuf Nurkic","C","POR","2016-17","West","Front","No",22,21.4,0,0.508,0.571,2.4,4.8,1.9,0.8,1.1,2.2,2.5,1921320
"Karl-Anthony Towns","C","MIN","2016-17","West","Front","No",21,37,0.367,0.582,0.832,3.6,8.7,2.7,0.7,1.3,2.6,2.9,5960160
"Kawhi Leonard","SF","SAS","2016-17","West","Front","Yes",25,33.4,0.38,0.529,0.88,1.1,4.7,3.5,1.8,0.7,2.1,1.6,17638063
"Kay Felder","PG","CLE","2016-17","Est","Back","No",21,9.2,0.318,0.404,0.714,0.1,0.9,1.4,0.4,0.2,0.7,0.9,543471
"Kelly Olynyk","C","BOS","2016-17","Est","Front","No",25,20.5,0.354,0.608,0.732,1,3.8,2,0.6,0.4,1.3,2.8,3094013
"Kemba Walker","PG","CHO","2016-17","Est","Back","Yes",26,34.7,0.399,0.476,0.847,0.6,3.3,5.5,1.1,0.3,2.1,1.5,12000000
"Kenneth Faried","PF","DEN","2016-17","West","Front","No",27,21.2,0,0.556,0.693,3,4.6,0.9,0.7,0.7,1,2,12078652
"Kent Bazemore","SF","ATL","2016-17","Est","Front","No",27,26.9,0.346,0.446,0.708,0.6,2.5,2.4,1.2,0.7,1.7,2.3,15730337
"Kentavious Caldwell-Pope","SG","DET","2016-17","Est","Back","No",23,33.3,0.35,0.442,0.832,0.7,2.5,2.5,1.2,0.2,1.1,1.6,3678319
"Kevin Durant","PF","GSW","2016-17","West","Front","Yes",28,33.4,0.375,0.608,0.875,0.6,7.6,4.8,1.1,1.6,2.2,1.9,26540100
"Kevin Love","PF","CLE","2016-17","Est","Front","No",28,31.4,0.373,0.471,0.871,2.5,8.6,1.9,0.9,0.4,2,2.1,21165675
"Kevin Séraphin","PF","IND","2016-17","Est","Front","No",27,11.4,0,0.556,0.636,0.8,2.1,0.5,0.1,0.4,0.6,1.3,1800000
"Kevon Looney","C","GSW","2016-17","West","Front","No",20,8.4,0.222,0.551,0.618,0.8,1.5,0.5,0.3,0.3,0.3,1.2,1182840
"Khris Middleton","SF","MIL","2016-17","Est","Back","No",25,30.7,0.433,0.459,0.88,0.4,3.9,3.4,1.4,0.2,2.2,2.7,15200000
"Klay Thompson","SG","GSW","2016-17","West","Back","Yes",26,34,0.414,0.516,0.853,0.6,3,2.1,0.8,0.5,1.6,1.8,16663575
"Kosta Koufos","C","SAC","2016-17","West","Front","No",27,20,0,0.552,0.613,1.7,4,0.7,0.5,0.7,0.9,2.4,8046500
"Kris Dunn","PG","MIN","2016-17","West","Back","No",22,17.1,0.288,0.404,0.61,0.3,1.8,2.4,1,0.5,1.1,2.3,3872520
"Kris Humphries","PF","ATL","2016-17","Est","Front","No",31,12.3,0.352,0.425,0.78,1.1,2.6,0.5,0.3,0.4,0.5,1.2,8630000
"Kristaps Porzingis","PF","NYK","2016-17","Est","Front","No",21,32.8,0.357,0.493,0.786,1.7,5.5,1.5,0.7,2,1.8,3.7,4317720
"Kyle Anderson","SF","SAS","2016-17","West","Back","No",23,14.2,0.375,0.462,0.789,0.5,2.4,1.3,0.7,0.4,0.5,0.9,1192080
"Kyle Korver","SG","CLE","2016-17","Est","Back","No",35,26.2,0.451,0.494,0.905,0.1,2.7,1.6,0.5,0.3,1,1.6,5239437
"Kyle Lowry","PG","TOR","2016-17","Est","Back","Yes",30,37.4,0.412,0.518,0.819,0.8,4,7,1.5,0.3,2.9,2.8,12000000
"Kyle O'Quinn","C","NYK","2016-17","Est","Front","No",26,15.6,0.118,0.538,0.771,2,3.6,1.5,0.5,1.3,1,2.2,3918750
"Kyle Singler","SF","OKC","2016-17","West","Front","No",28,12,0.189,0.587,0.765,0.3,1.3,0.3,0.2,0.2,0.3,0.9,4837500
"Kyrie Irving","PG","CLE","2016-17","Est","Back","Yes",24,35.1,0.401,0.505,0.905,0.7,2.5,5.8,1.2,0.3,2.5,2.2,17638063
"LaMarcus Aldridge","PF","SAS","2016-17","West","Front","No",31,32.4,0.411,0.48,0.812,2.4,4.9,1.9,0.6,1.2,1.4,2.2,20575005
"Lance Thomas","PF","NYK","2016-17","Est","Front","No",28,21,0.447,0.371,0.843,0.7,2.4,0.8,0.5,0.1,0.5,1.8,6191000
"Langston Galloway","PG","SAC","2016-17","West","Back","No",25,20.2,0.39,0.367,0.797,0.4,1.7,1.3,0.6,0.1,0.6,1.3,5200000
"Lavoy Allen","PF","IND","2016-17","Est","Front","No",27,14.3,0,0.461,0.697,1.7,1.9,0.9,0.3,0.4,0.5,1.3,3500000
"Leandro Barbosa","SG","PHO","2016-17","West","Back","No",34,14.4,0.357,0.466,0.889,0.2,1.3,1.2,0.5,0.1,0.7,1.2,4000000
"LeBron James","SF","CLE","2016-17","Est","Front","Yes",32,37.8,0.363,0.611,0.674,1.3,7.3,8.7,1.2,0.6,4.1,1.8,30963450
"Luc Mbah a Moute","SF","LAC","2016-17","West","Front","No",30,22.3,0.391,0.552,0.678,0.6,1.6,0.5,1,0.4,0.6,1.5,2203000
"Lucas Nogueira","C","TOR","2016-17","Est","Front","No",24,19.1,0.25,0.694,0.657,1.4,2.8,0.7,0.9,1.6,0.8,2.4,1921320
"Luis Scola","PF","BRK","2016-17","Est","Front","No",36,12.8,0.34,0.535,0.676,1.4,2.4,1,0.4,0.1,0.9,1.8,5000000
"Luke Babbitt","SF","MIA","2016-17","Est","Front","No",27,15.7,0.414,0.366,0.733,0.2,1.9,0.5,0.3,0.2,0.4,1.7,1227286
"Luol Deng","SF","LAL","2016-17","West","Front","No",31,26.5,0.309,0.436,0.73,1.1,4.1,1.3,0.9,0.4,0.8,1.1,18000000
"Malachi Richardson","SG","SAC","2016-17","West","Back","No",21,9,0.286,0.5,0.789,0.1,0.9,0.5,0.2,0,0.4,1,1439880
"Malcolm Brogdon","SG","MIL","2016-17","Est","Back","No",24,26.4,0.404,0.48,0.865,0.6,2.2,4.2,1.1,0.2,1.5,1.9,875000
"Malcolm Delaney","PG","ATL","2016-17","Est","Back","No",27,17.1,0.236,0.428,0.806,0.1,1.5,2.6,0.5,0,1.3,1.5,2500000
"Malik Beasley","SG","DEN","2016-17","West","Back","No",20,7.5,0.321,0.533,0.8,0.2,0.5,0.5,0.3,0,0.4,0.5,1627320
"Manu Ginóbili","SG","SAS","2016-17","West","Back","No",39,18.7,0.392,0.387,0.804,0.4,1.9,2.7,1.2,0.2,1.4,1.7,14000000
"Marc Gasol","C","MEM","2016-17","West","Front","Yes",32,34.2,0.388,0.48,0.837,0.8,5.5,4.6,0.9,1.3,2.2,2.3,21165675
"Marcelo Huertas","PG","LAL","2016-17","West","Back","No",33,10.3,0.211,0.429,0.529,0.1,1,2.3,0.4,0.1,0.8,0.7,1500000
"Marcin Gortat","C","WAS","2016-17","Est","Front","No",32,31.2,0,0.58,0.648,2.9,7.5,1.5,0.5,0.7,1.5,2.6,12000000
"Marco Belinelli","SG","CHO","2016-17","Est","Back","No",30,24,0.36,0.488,0.893,0.2,2.2,2,0.6,0.1,0.9,1.2,6333333
"Marcus Morris","SF","DET","2016-17","Est","Front","No",27,32.5,0.331,0.466,0.784,1,3.7,2,0.7,0.3,1.1,2.1,4625000
"Marcus Smart","SG","BOS","2016-17","Est","Back","No",22,30.4,0.283,0.42,0.812,1,2.9,4.6,1.6,0.4,2,2.4,3578880
"Marcus Thornton","SG","WAS","2016-17","Est","Back","No",29,17.4,0.35,0.431,0.852,0.7,1.6,1.2,0.6,0.1,0.8,1.5,1315448
"Mario Hezonja","SF","ORL","2016-17","Est","Back","No",21,14.8,0.299,0.398,0.8,0.3,1.9,1,0.5,0.2,0.9,1.1,3909840
"Markieff Morris","PF","WAS","2016-17","Est","Front","No",27,31.2,0.362,0.483,0.837,1.4,5.1,1.7,1.1,0.6,1.7,3.3,7400000
"Marquese Chriss","PF","PHO","2016-17","West","Front","No",19,21.3,0.321,0.52,0.624,1.2,3.1,0.7,0.8,0.9,1.3,3.2,2941440
"Marreese Speights","C","LAC","2016-17","West","Front","No",29,15.7,0.372,0.52,0.876,1.1,3.5,0.8,0.3,0.5,0.8,2.8,1403611
"Marvin Williams","PF","CHO","2016-17","Est","Front","No",30,30.2,0.35,0.494,0.873,1.2,5.4,1.4,0.8,0.7,0.8,1.8,12250000
"Mason Plumlee","C","DEN","2016-17","West","Front","No",26,26.5,0,0.541,0.58,2.1,5.4,3.5,0.9,1.1,1.7,2.8,2328530
"Matt Barnes","SF","GSW","2016-17","West","Front","No",36,24,0.331,0.467,0.787,0.9,4.2,2.6,0.6,0.4,1.4,2.5,6508351
"Matthew Dellavedova","PG","MIL","2016-17","Est","Back","No",26,26.1,0.367,0.404,0.854,0.3,1.6,4.7,0.7,0,1.8,2,9607500
"Maurice Ndour","PF","NYK","2016-17","Est","Front","No",24,10.3,0.143,0.481,0.731,0.7,1.3,0.3,0.5,0.3,0.4,0.9,543471
"Metta World Peace","SF","LAL","2016-17","West","Front","No",37,6.4,0.237,0.333,0.625,0.2,0.6,0.4,0.4,0.1,0.3,0.7,1551659
"Meyers Leonard","PF","POR","2016-17","West","Front","No",24,16.5,0.347,0.436,0.875,0.4,2.8,1,0.2,0.4,0.5,2.3,9213484
"Michael Beasley","PF","MIL","2016-17","Est","Front","No",28,16.7,0.419,0.545,0.743,0.7,2.7,0.9,0.5,0.5,1.2,1.6,1403611
"Michael Carter-Williams","PG","CHI","2016-17","Est","Back","No",25,18.8,0.234,0.401,0.753,0.5,2.9,2.5,0.8,0.5,1.5,2.3,3183526
"Michael Kidd-Gilchrist","SF","CHO","2016-17","Est","Front","No",23,29,0.111,0.483,0.784,1.9,5,1.4,1,1,0.7,2.3,13000000
"Mike Conley","PG","MEM","2016-17","West","Back","No",29,33.2,0.408,0.497,0.859,0.4,3,6.3,1.3,0.3,2.3,1.8,26540100
"Mike Dunleavy","SF","ATL","2016-17","Est","Front","No",36,15.9,0.396,0.465,0.8,0.3,1.8,0.9,0.3,0.1,0.5,1.3,4837500
"Mike Miller","SF","DEN","2016-17","West","Back","No",36,7.6,0.4,0.333,1,0.1,1.8,1.1,0.1,0,0.7,0.5,3500000
"Mike Muscala","C","ATL","2016-17","Est","Front","No",25,17.7,0.418,0.546,0.766,1.1,2.3,1.4,0.4,0.6,0.8,1.4,1015696
"Mike Scott","PF","ATL","2016-17","Est","Front","No",28,10.8,0.148,0.406,0.875,0.6,1.5,0.9,0.2,0.2,0.4,0.7,3333333
"Mindaugas Kuzminskas","SF","NYK","2016-17","Est","Front","No",27,14.9,0.321,0.517,0.809,0.7,1.2,1,0.4,0.2,0.8,1.2,2898000
"Mirza Teletovic","PF","MIL","2016-17","Est","Front","No",31,16.2,0.341,0.46,0.778,0.2,2.2,0.7,0.2,0.2,0.5,1.6,10500000
"Monta Ellis","SG","IND","2016-17","Est","Back","No",31,27,0.319,0.483,0.727,0.3,2.5,3.2,1.1,0.4,1.8,2,10763500
"Montrezl Harrell","C","HOU","2016-17","West","Front","No",23,18.3,0.143,0.663,0.628,1.4,2.4,1.1,0.3,0.7,0.8,2.2,1045000
"Myles Turner","C","IND","2016-17","Est","Front","No",20,31.4,0.348,0.536,0.809,1.7,5.6,1.3,0.9,2.1,1.3,3.2,2380440
"Nemanja Bjelica","PF","MIN","2016-17","West","Front","No",28,18.3,0.316,0.531,0.738,0.9,2.9,1.2,0.6,0.3,0.9,2.4,3800000
"Nerlens Noel","C","DAL","2016-17","Est","Front","No",22,20.5,0,0.597,0.694,1.8,3.9,1,1.3,1,1,2.5,4384490
"Nick Collison","PF","OKC","2016-17","West","Front","No",36,6.4,0,0.636,0.625,0.5,1.1,0.6,0.1,0.1,0.2,0.9,3750000
"Nick Young","SG","LAL","2016-17","West","Back","No",31,25.9,0.404,0.481,0.856,0.4,1.9,1,0.6,0.2,0.6,2.3,5443918
"Nicolas Batum","SG","CHO","2016-17","Est","Back","No",28,34,0.333,0.453,0.856,0.6,5.6,5.9,1.1,0.4,2.5,1.4,20869566
"Nicolás Brussino","SG","DAL","2016-17","West","Front","No",23,9.6,0.305,0.5,0.773,0.5,1.3,0.9,0.3,0.1,0.5,0.8,543471
"Nik Stauskas","SG","PHI","2016-17","Est","Back","No",23,27.4,0.368,0.433,0.813,0.3,2.6,2.4,0.6,0.4,1.6,1.8,2993040
"Nikola Jokic","C","DEN","2016-17","West","Front","No",21,27.9,0.324,0.628,0.825,2.9,6.9,4.9,0.8,0.8,2.3,2.9,1358500
"Nikola Mirotic","PF","CHI","2016-17","Est","Front","No",25,24,0.342,0.52,0.773,0.9,4.6,1.1,0.8,0.8,1.1,1.8,5782450
"Nikola Vucevic","C","ORL","2016-17","Est","Front","No",26,28.8,0.307,0.481,0.669,2.3,8,2.8,1,1,1.6,2.4,11750000
"Noah Vonleh","PF","POR","2016-17","West","Front","No",21,17.1,0.35,0.492,0.638,1.8,3.5,0.4,0.4,0.4,0.9,2.1,2751360
"Norman Powell","SG","TOR","2016-17","Est","Back","No",23,18,0.324,0.514,0.792,0.3,1.9,1.1,0.7,0.2,0.9,1.7,874636
"Omri Casspi","PF","MIN","2016-17","West","Front","No",28,17.9,0.349,0.512,0.586,0.8,2.4,1,0.6,0.1,0.8,1.4,3149524
"Otto Porter","SF","WAS","2016-17","Est","Front","No",23,32.6,0.434,0.576,0.832,1.5,5,1.5,1.5,0.5,0.6,2.4,5893981
"Pascal Siakam","PF","TOR","2016-17","Est","Front","No",22,15.6,0.143,0.515,0.688,1.2,2.2,0.3,0.5,0.8,0.6,2,1196040
"Pat Connaughton","SG","POR","2016-17","West","Back","No",24,8.1,0.515,0.513,0.778,0.3,1.1,0.7,0.2,0.1,0.4,0.6,874636
"Patrick Beverley","SG","HOU","2016-17","West","Back","No",28,30.7,0.382,0.463,0.768,1.4,4.4,4.2,1.5,0.4,1.5,3.3,6000000
"Patrick McCaw","SG","GSW","2016-17","West","Back","No",21,15.1,0.333,0.533,0.784,0.3,1.1,1.1,0.5,0.2,0.5,0.9,543471
"Patrick Patterson","PF","TOR","2016-17","Est","Front","No",27,24.6,0.372,0.458,0.717,1,3.6,1.2,0.6,0.4,0.6,1.8,6050000
"Pau Gasol","C","SAS","2016-17","West","Front","No",36,25.4,0.538,0.494,0.707,1.7,6.2,2.3,0.4,1.1,1.3,1.7,15500000
"Paul George","SF","IND","2016-17","Est","Front","Yes",26,35.9,0.393,0.501,0.898,0.8,5.8,3.3,1.6,0.4,2.9,2.7,18100000
"Paul Millsap","PF","ATL","2016-17","Est","Front","Yes",31,34,0.311,0.486,0.768,1.6,6.1,3.7,1.3,0.9,2.3,2.7,20072033
"Paul Zipser","SF","CHI","2016-17","Est","Front","No",22,19.2,0.333,0.451,0.775,0.3,2.5,0.8,0.3,0.4,0.9,1.8,750000
"Pierre Jackson","PG","DAL","2016-17","West","Back","No",25,10.5,0.273,0.357,0.857,0.1,1,2.4,0.3,0,0.4,0.6,191810
"Quincy Acy","PF","BRK","2016-17","Est","Front","No",26,14.7,0.411,0.413,0.75,0.5,2.5,0.5,0.4,0.4,0.6,1.8,2965505
"Rajon Rondo","PG","CHI","2016-17","Est","Back","No",30,26.7,0.376,0.418,0.6,1.1,4.1,6.7,1.4,0.2,2.4,2.1,14000000
"Ramon Sessions","PG","CHO","2016-17","Est","Back","No",30,16.2,0.339,0.393,0.771,0.2,1.2,2.6,0.5,0.1,0.9,0.9,6000000
"Randy Foye","SG","BRK","2016-17","Est","Back","No",33,18.6,0.33,0.418,0.857,0.1,2.1,2,0.5,0.1,1.2,1.4,2500000
"Rashad Vaughn","SG","MIL","2016-17","Est","Back","No",20,11.2,0.321,0.413,0.4,0.1,1.1,0.6,0.5,0.2,0.3,0.8,1811040
"Raul Neto","PG","UTA","2016-17","West","Back","No",24,8.7,0.323,0.517,0.889,0.1,0.7,0.9,0.5,0.1,0.4,1.2,877800
"Raymond Felton","PG","LAC","2016-17","West","Back","No",32,21.3,0.319,0.473,0.781,0.4,2.3,2.4,0.8,0.3,1,1.6,1551659
"Reggie Bullock","SF","DET","2016-17","Est","Front","No",25,15.1,0.384,0.473,0.714,0.4,1.6,0.9,0.6,0.1,0.3,0.7,2255644
"Reggie Jackson","PG","DET","2016-17","Est","Back","No",26,27.4,0.359,0.442,0.868,0.4,1.8,5.2,0.7,0.1,2.2,2.5,14956522
"Richard Jefferson","SF","CLE","2016-17","Est","Front","No",36,20.4,0.333,0.58,0.741,0.4,2.2,1,0.3,0.1,0.7,1.9,2500000
"Richaun Holmes","C","PHI","2016-17","Est","Front","No",23,20.9,0.351,0.606,0.699,1.6,3.8,1,0.7,1,1,2.4,1024000
"Ricky Rubio","PG","MIN","2016-17","West","Back","No",26,32.9,0.306,0.443,0.891,0.9,3.2,9.1,1.7,0.1,2.6,2.7,13400000
"Robert Covington","SF","PHI","2016-17","Est","Front","No",26,31.6,0.333,0.484,0.822,1.4,5.1,1.5,1.9,1,2,3,1015696
"Robin Lopez","C","CHI","2016-17","Est","Front","No",28,28,0,0.494,0.721,3,3.4,1,0.2,1.4,1.1,1.9,13219250
"Rodney Hood","SG","UTA","2016-17","West","Back","No",24,27,0.371,0.44,0.783,0.3,3.2,1.6,0.6,0.2,1.1,2.2,1406520
"Rodney McGruder","SG","MIA","2016-17","Est","Back","No",25,25.2,0.332,0.488,0.62,1.2,2.1,1.6,0.6,0.2,0.7,1.8,543471
"Rodney Stuckey","PG","IND","2016-17","Est","Back","No",30,17.8,0.317,0.391,0.748,0.2,2,2.2,0.4,0,1.4,1.1,7000000
"Ron Baker","SG","NYK","2016-17","Est","Back","No",23,16.5,0.267,0.45,0.651,0.2,1.7,2.1,0.7,0.2,1.1,1.4,543471
"Rondae Hollis-Jefferson","SF","BRK","2016-17","Est","Front","No",22,22.6,0.224,0.463,0.751,1.2,4.6,2,1.1,0.6,1.5,2.3,1395600
"Rudy Gay","SF","SAC","2016-17","West","Front","No",30,33.8,0.372,0.483,0.855,1.2,5.2,2.8,1.5,0.9,2.5,2.6,13333333
"Rudy Gobert","C","UTA","2016-17","West","Front","No",24,33.9,0,0.662,0.653,3.9,8.9,1.2,0.6,2.6,1.8,3,2121287
"Russell Westbrook","PG","OKC","2016-17","West","Back","Yes",28,34.6,0.343,0.459,0.845,1.7,9,10.4,1.6,0.4,5.4,2.3,26540100
"Ryan Anderson","PF","HOU","2016-17","West","Front","No",28,29.4,0.403,0.446,0.86,1.6,3,0.9,0.4,0.2,0.8,2,18735364
"Ryan Kelly","PF","ATL","2016-17","Est","Front","No",25,6.9,0.4,0.222,0.833,0.1,1.1,0.5,0.3,0.3,0.3,0.3,713305
"Salah Mejri","C","DAL","2016-17","West","Front","No",30,12.4,0.333,0.649,0.59,1.3,2.9,0.2,0.4,0.8,0.5,2.1,874636
"Sam Dekker","PF","HOU","2016-17","West","Front","No",22,18.4,0.321,0.591,0.559,1.2,2.5,1,0.5,0.3,0.5,1.1,1720560
"Sasha Vujacic","SG","NYK","2016-17","Est","Back","No",32,9.7,0.311,0.306,0.708,0.3,1.1,1.2,0.3,0,0.4,0.9,1410598
"Sean Kilpatrick","SG","BRK","2016-17","Est","Back","No",27,25.1,0.341,0.468,0.843,0.3,3.7,2.2,0.6,0.1,1.9,1.7,980431
"Semaj Christon","PG","OKC","2016-17","West","Back","No",24,15.2,0.19,0.406,0.548,0.3,1.1,2,0.4,0.1,0.7,1.2,543471
"Serge Ibaka","PF","TOR","2016-17","Est","Front","No",27,30.7,0.391,0.522,0.856,1.6,5.2,0.9,0.5,1.6,1.3,2.7,12250000
"Sergio Rodríguez","PG","PHI","2016-17","Est","Back","No",30,22.3,0.365,0.415,0.667,0.3,2,5.1,0.7,0.1,1.9,1.4,6800000
"Seth Curry","PG","DAL","2016-17","West","Back","No",26,29,0.425,0.528,0.85,0.4,2.2,2.7,1.1,0.1,1.3,1.8,2898000
"Shabazz Muhammad","SF","MIN","2016-17","West","Front","No",24,19.4,0.338,0.528,0.774,1.1,1.7,0.4,0.3,0.1,0.7,1.1,3046299
"Shabazz Napier","PG","POR","2016-17","West","Back","No",25,9.7,0.37,0.429,0.776,0.2,1,1.3,0.6,0,0.8,0.7,1350120
"Shaun Livingston","PG","GSW","2016-17","West","Back","No",31,17.7,0.333,0.55,0.7,0.4,1.6,1.8,0.5,0.3,0.8,1.6,5782450
"Sheldon Mac","SG","WAS","2016-17","Est","Back","No",24,9.6,0.233,0.511,0.852,0.1,1,0.5,0.3,0.1,0.2,0.6,543471
"Shelvin Mack","PG","UTA","2016-17","West","Back","No",26,21.9,0.308,0.51,0.688,0.4,1.9,2.8,0.8,0.1,1.6,1.8,2433334
"Skal Labissière","PF","SAC","2016-17","West","Front","No",20,18.5,0.375,0.543,0.703,1.5,3.4,0.8,0.5,0.4,1.1,1.9,1188840
"Solomon Hill","SF","NOP","2016-17","West","Front","No",25,29.7,0.348,0.428,0.805,0.6,3.2,1.8,0.9,0.4,1,2.3,11709603
"Spencer Dinwiddie","PG","BRK","2016-17","Est","Back","No",23,22.6,0.376,0.478,0.792,0.5,2.3,3.1,0.7,0.4,1.1,2,726672
"Spencer Hawes","PF","MIL","2016-17","Est","Front","No",28,14.8,0.309,0.556,0.846,0.7,2.8,1.5,0.3,0.6,0.9,1.4,5782450
"Stanley Johnson","SF","DET","2016-17","Est","Front","No",20,17.8,0.292,0.398,0.679,0.5,2,1.4,0.7,0.3,0.9,1.6,2969880
"Stephen Curry","PG","GSW","2016-17","West","Back","Yes",28,33.4,0.411,0.537,0.898,0.8,3.7,6.6,1.8,0.2,3,2.3,12112359
"Steven Adams","C","OKC","2016-17","West","Front","No",23,29.9,0,0.572,0.611,3.5,4.2,1.1,1.1,1,1.8,2.4,3140517
"Taj Gibson","PF","OKC","2016-17","Est","Front","No",31,25.5,0.231,0.52,0.715,2,4.2,0.9,0.5,0.8,1.3,2.1,8950000
"Tarik Black","C","LAL","2016-17","West","Front","No",25,16.3,0.5,0.51,0.752,2.1,3,0.6,0.4,0.7,0.9,2.6,6191000
"Terrence Jones","PF","MIL","2016-17","West","Front","No",25,23.5,0.253,0.508,0.606,1.2,4.5,1.1,0.7,1,0.9,1.2,1207194
"Terrence Ross","SF","ORL","2016-17","Est","Front","No",25,25.1,0.363,0.518,0.831,0.2,2.4,1.1,1.1,0.4,0.9,1.8,10000000
"Terry Rozier","PG","BOS","2016-17","Est","Back","No",22,17.1,0.318,0.405,0.773,0.5,2.5,1.8,0.6,0.1,0.6,0.9,1906440
"Thabo Sefolosha","SF","ATL","2016-17","Est","Front","No",32,25.7,0.342,0.484,0.733,0.9,3.5,1.7,1.5,0.5,0.9,1.6,4000000
"Thaddeus Young","PF","IND","2016-17","Est","Front","No",28,30.2,0.381,0.557,0.523,1.8,4.3,1.6,1.5,0.4,1.3,1.8,12078652
"Thomas Robinson","PF","LAL","2016-17","West","Front","No",25,11.7,0,0.538,0.47,1.8,2.9,0.6,0.5,0.2,1,1.6,1050961
"Thon Maker","C","MIL","2016-17","Est","Front","No",19,9.9,0.378,0.514,0.653,0.7,1.3,0.4,0.2,0.5,0.3,1.5,2568600
"Tiago Splitter","C","PHI","2016-17","Est","Front","No",32,9.5,0.333,0.48,0.818,1,1.8,0.5,0.1,0.1,0.8,1,8250000
"Tim Frazier","PG","NOP","2016-17","West","Back","No",26,23.5,0.313,0.446,0.76,0.5,2.1,5.2,0.9,0.1,1.6,2,2090000
"Tim Hardaway","SG","ATL","2016-17","Est","Back","No",24,27.3,0.357,0.537,0.766,0.4,2.4,2.3,0.7,0.2,1.3,1.3,2281605
"Timofey Mozgov","C","LAL","2016-17","West","Front","No",30,20.4,0,0.517,0.808,1.9,3,0.8,0.3,0.6,1.3,2.5,16000000
"Timothé Luwawu-Cabarrot","SF","PHI","2016-17","Est","Front","No",21,17.2,0.311,0.475,0.854,0.4,1.8,1.1,0.5,0.1,1.1,2.2,1326960
"Tobias Harris","PF","DET","2016-17","Est","Front","No",24,31.3,0.347,0.537,0.841,0.8,4.3,1.7,0.7,0.5,1.2,1.6,17200000
"Tomáš Satoranský","SG","WAS","2016-17","Est","Back","No",25,12.6,0.243,0.473,0.697,0.4,1,1.6,0.5,0.1,0.7,1.1,2870813
"Tony Allen","SG","MEM","2016-17","West","Back","No",35,27,0.278,0.479,0.615,2.3,3.2,1.4,1.6,0.4,1.4,2.5,5000000
"Tony Parker","PG","SAS","2016-17","West","Back","No",34,25.2,0.333,0.484,0.726,0.1,1.7,4.5,0.5,0,1.4,1.5,14445313
"Tony Snell","SG","MIL","2016-17","Est","Back","No",25,29.2,0.406,0.548,0.81,0.3,2.8,1.2,0.7,0.2,0.7,1.6,2368327
"Treveon Graham","SG","CHO","2016-17","Est","Back","No",23,7,0.6,0.4,0.667,0.2,0.6,0.2,0.2,0,0.1,0.7,543471
"Trevor Ariza","SF","HOU","2016-17","West","Front","No",31,34.7,0.344,0.556,0.738,0.7,5.1,2.2,1.8,0.3,0.9,1.7,7800000
"Trevor Booker","PF","BRK","2016-17","Est","Front","No",29,24.7,0.321,0.546,0.673,2,6,1.9,1.1,0.4,1.8,2.1,9250000
"Trey Burke","PG","WAS","2016-17","Est","Back","No",24,12.3,0.443,0.459,0.759,0.1,0.7,1.8,0.2,0.1,0.8,0.9,3386597
"Trey Lyles","PF","UTA","2016-17","West","Front","No",21,16.3,0.319,0.4,0.722,0.7,2.6,1,0.4,0.3,0.9,1.4,2340600
"Tristan Thompson","C","CLE","2016-17","Est","Front","No",25,29.9,0,0.604,0.498,3.7,5.5,1,0.5,1.1,0.8,2.3,15330435
"Troy Daniels","SG","MEM","2016-17","West","Back","No",25,17.7,0.389,0.336,0.796,0.3,1.2,0.7,0.3,0.1,0.7,1.3,3332940
"Troy Williams","SF","HOU","2016-17","West","Front","No",22,18.6,0.29,0.524,0.656,0.5,1.8,0.8,0.9,0.3,1.1,2,652165
"Ty Lawson","PG","SAC","2016-17","West","Back","No",29,25.1,0.288,0.502,0.797,0.6,2,4.8,1.1,0.1,1.9,1.7,1315448
"Tyler Ennis","PG","LAL","2016-17","West","Back","No",22,11.1,0.386,0.457,0.84,0.2,0.7,1.6,0.5,0,0.8,1.1,1733880
"Tyler Johnson","PG","MIA","2016-17","Est","Back","No",24,29.8,0.372,0.46,0.768,0.7,3.3,3.2,1.2,0.6,1.2,2.4,5628000
"Tyler Ulis","PG","PHO","2016-17","West","Back","No",21,18.4,0.266,0.455,0.775,0.3,1.2,3.7,0.8,0.1,1.3,1.2,918369
"Tyler Zeller","C","BOS","2016-17","Est","Front","No",27,10.3,0,0.497,0.564,0.8,1.6,0.8,0.1,0.4,0.4,1.2,8000000
"Tyreke Evans","SF","SAC","2016-17","West","Back","No",27,19.7,0.356,0.429,0.75,0.3,3.1,3.1,0.9,0.2,1.5,1.5,10203755
"Tyus Jones","PG","MIN","2016-17","West","Back","No",20,12.9,0.356,0.454,0.767,0.2,1,2.6,0.8,0.1,0.6,0.8,1339680
"Udonis Haslem","C","MIA","2016-17","Est","Front","No",36,8.1,0,0.55,0.6,0.5,1.8,0.4,0.4,0.1,0.5,1.4,4000000
